year,11,12,13,14,15,19,21,22,23,24,25,31,32,33,39,41,42,43,44,45,46,49,51,52,53,54,55,59,61,62,63,64,65,66,67,68,69,70
1976,703,1025,410,5449,2685,8160,2340,1099,410,740,55,2050,1064,0.0,285,2192,978,2041,1065,2486,680,1693,4670,2558,2825,720,2321,3622,1782,676,1455,1095,1515,990,651,1427,6281,0.0
1977,620,970,381,4058,2488,7438,2317,1173,367,731,51,2291,1020,3.0,299,2204,888,1882,991,2379,677,1669,4367,2570,2550,725,2028,3309,1553,710,1327,1187,1359,1149,571,1116,5788,0.0
1978,708,1029,365,3737,3104,7614,2192,1286,400,783,62,2245,852,2.0,222,2072,910,1870,1022,2388,564,1561,4284,2404,2621,846,2168,3188,1324,685,1395,1331,1517,1241,774,1251,6057,0.0
1979,441,773,289,2581,1970,5859,1649,1005,284,627,37,1775,779,1.0,238,1486,723,1479,706,1700,491,1197,3026,1768,1912,597,1554,2394,1245,576,894,826,1004,1015,548,959,4431,0.0
1980,565,1006,381,3128,2290,7282,2302,1275,435,651,52,2393,1196,1.0,380,1784,911,1580,816,2229,579,1618,3779,2052,2565,728,1815,3166,1629,750,1150,1089,1299,1255,646,1130,5900,0.0
1981,602,1096,490,3442,2708,8223,2172,1275,469,647,65,2514,1197,4.0,440,1951,911,1789,945,2273,628,1706,4119,2027,2668,700,1971,3206,1656,753,1175,1252,1226,1539,701,1130,6101,0.0
1982,564,941,429,2662,2212,6561,2135,1467,436,832,76,2333,1111,2.0,312,1890,942,1666,795,2323,578,1787,3352,1798,2303,585,1822,2821,1362,578,984,981,1059,1162,580,1026,5407,0.0
1983,571,983,326,2136,2508,6945,1936,1207,578,905,84,2094,1107,5.0,291,1794,867,1681,720,2128,640,1815,3231,2039,2501,616,1704,2678,1165,443,1152,1026,1040,1216,634,996,5097,2.0
1984,569,1016,388,2496,2634,7812,2185,1592,607,970,108,2533,1368,2.0,373,2138,944,2178,947,2714,753,2011,3641,2178,3266,710,1958,3300,1480,568,1379,1400,1308,1485,787,1162,6250,2.0
1985,664,1153,397,2584,2727,7781,2572,1875,712,1063,130,2579,1570,7.0,427,2496,1003,2268,948,2571,880,2386,4102,2387,3542,784,1932,3637,1594,657,1443,1245,1369,1317,706,1358,6798,1.0
1986,571,1035,333,2373,2255,7031,2748,1951,707,1149,152,2654,1905,15.0,426,2274,1066,2244,1149,2409,1006,2216,4098,2756,3061,842,2121,3754,1505,609,1394,1197,1654,1262,812,1376,6752,1.0
1987,591,1188,441,2346,2607,7804,3816,2258,1045,1453,194,3234,2244,16.0,546,2751,1373,2747,1743,3205,1317,2854,4365,2670,3548,1042,2748,4295,1680,665,1613,1472,1824,1246,840,1512,7647,3.0
1988,605,1130,395,2318,2602,7668,3626,2323,991,1410,234,3243,2030,20.0,554,2445,1443,2442,1481,2741,1208,2386,4093,2690,3329,999,2519,4161,1751,636,1247,1064,1657,1077,626,1673,7118,1.0
1989,723,1291,447,2869,3051,9416,4603,3200,1223,1966,291,4532,2708,18.0,716,2921,1693,3054,1834,3127,1688,2849,4728,2997,3773,1208,2728,5027,2209,997,1470,1345,1975,1172,797,2069,8847,4.0
1990,641,1259,431,2980,3030,9123,4233,3003,1148,1537,252,4294,2742,12.0,656,2641,1684,2668,1722,2860,1971,2604,4550,2636,3465,1297,2701,4403,2173,988,1436,1203,1964,1170,715,1887,8337,5.0
1991,647,1516,405,2910,3599,9484,4398,3255,1111,1789,298,4634,3052,26.0,744,2847,1823,2774,1929,2825,2630,2768,4913,2911,3725,1374,3063,4682,2124,1036,1587,1279,2160,1048,784,1888,8520,3.0
1992,590,1553,426,3075,3924,9748,4481,3275,1353,1831,320,4828,3157,40.0,768,2908,1667,2739,1808,3208,2645,2830,4993,2832,3740,1386,2792,4651,2120,1061,1422,1231,2007,953,795,1728,8586,2.0
1993,552,1460,395,3264,4081,10276,4774,3697,1528,2324,406,5350,3373,33.0,638,2692,1497,2716,1654,3206,2703,2965,4877,2878,3497,1183,2690,4687,1983,985,1210,1218,1784,956,699,1731,8422,1.0
1994,533,1694,288,2764,3861,10150,5398,4108,1689,2857,513,4803,4134,90.0,726,3080,1565,2980,1703,3244,3189,3048,4632,2855,3163,1216,2853,4407,1942,1252,1330,1243,2094,1020,756,1754,8761,0.0
1995,540,1595,340,2875,3272,9876,5961,4467,1864,2982,503,5365,4173,86.0,642,3105,1691,3190,1600,3412,3462,2949,4125,2625,3025,1216,2634,4241,1965,1260,1358,1121,1896,846,695,1935,8540,0.0
1996,560,1620,362,2823,3334,9735,7038,5635,2464,3331,719,6602,4057,235.0,806,3168,1704,3469,1504,3676,3613,3458,4256,2531,3519,1520,2912,4474,2072,1213,1475,1143,2127,897,828,1875,8899,0.0
1997,554,1726,399,3021,3447,9395,6741,5863,2662,3584,898,8956,4415,265.0,805,3193,1661,3175,1315,3845,3953,3078,4461,2538,3379,1625,2508,4360,1775,1208,1621,959,2177,816,762,1879,9000,1.0
1998,589,2050,569,3456,4007,11318,9785,9768,4328,5308,1509,10776,6125,454.0,1171,4251,2320,3873,1648,5244,5371,4383,5430,3016,3891,2256,3489,5472,2210,1704,1899,1324,2790,1120,924,2460,11284,4.0
1999,676,2267,528,3378,4000,12191,10582,9371,4165,5509,1792,11138,5787,578.0,1233,4824,2343,3537,1473,5313,6729,4318,5747,3140,4133,2268,3642,5758,2658,1465,2019,1323,3058,1284,977,2416,11965,7.0
2000,586,2286,521,3041,3892,12005,11281,9070,4708,5652,1712,10169,5980,548.0,1280,5681,2603,3893,1512,5776,8013,4282,5668,3172,4831,2286,4242,5983,2642,1476,1949,1430,2920,1201,1058,2304,11940,2.0
2001,556,2223,553,3278,4298,12277,11860,10165,5155,5861,1619,11207,5826,569.0,1469,6273,2734,3883,1957,6592,9671,4109,5755,3502,5200,2580,4694,5857,2395,1587,1909,1578,2574,1174,1127,2135,11956,0.0
2002,543,2185,638,3575,4158,11823,12641,10368,5229,6458,1395,11036,5809,463.0,1301,6113,2982,4598,2216,6853,10198,4240,5255,3263,5227,2740,4596,5737,2330,1660,1698,1479,2802,1007,1113,1860,11807,0.0
2003,488,2126,625,2818,3928,11456,13072,11353,5422,6725,1365,9996,6936,446.0,1350,5769,3726,5299,2308,6394,10709,4194,5561,3458,5084,2914,4334,5909,2335,1840,1307,1500,2813,1004,984,1687,11841,0.0
2004,401,1998,574,2387,3515,10389,14797,12503,6010,7132,1669,7829,5159,534.0,1268,6006,3525,4910,2388,6865,11001,4588,5230,3073,4522,3185,4061,5545,1900,1585,1383,1510,2604,1013,855,1603,10864,0.0
2005,290,1487,457,2127,2587,8235,14131,11857,5294,6331,2192,6856,4138,458.0,1005,5420,2948,4727,2099,5896,9830,3818,4156,2517,4201,2948,3931,4616,1485,1371,1176,1251,2192,975,770,1476,8635,1.0
2006,330,1301,514,2873,3198,8673,19943,16445,6514,8359,3598,8579,4732,682.0,1241,6450,3376,5429,2953,6677,10725,5174,4767,2880,4748,3873,4124,5681,1566,1431,1386,1733,2308,918,729,1459,8448,1.0
2007,297,1385,530,2432,2958,8265,17093,15586,5681,7748,3130,7928,4269,800.0,1159,5740,3207,5227,2592,6173,10220,4754,3911,2467,4065,3454,3952,4890,1287,1350,1098,1441,1895,625,455,1131,8129,0.0
2008,272,1336,682,2624,2663,8141,18281,16796,6062,8194,3946,7434,3601,685.0,1033,5675,2993,5429,2854,6319,10129,4818,3535,2199,3701,3403,3883,4573,1166,1329,1123,1477,1794,515,608,1310,7203,1.0
2009,292,1438,736,2766,2664,8246,19268,18413,6753,8979,4852,8001,4401,841.0,1096,5857,3288,5250,2949,7641,10980,5207,3444,2364,3252,3205,3842,4600,1299,1299,1045,1526,1698,539,584,1264,7571,1.0
2010,436,2139,895,3214,3840,11379,23999,23816,8669,11268,7785,11218,7554,983.0,1578,6831,4342,5831,3119,9578,14758,6644,4750,3148,3937,3733,4877,5985,1860,2056,1430,2233,2246,745,742,1681,10517,0.0
2011,426,2021,989,3323,3859,12080,25786,24456,8900,11505,8145,11204,8429,1032.0,1832,6454,4239,5359,2587,9907,14627,7640,4883,3262,4087,3905,4651,6174,1779,2176,1396,1970,2411,693,698,1690,10249,2.0
2012,489,2492,1067,3690,3606,13309,31515,28968,10299,12318,10391,12890,10467,1316.0,1981,6129,4603,5467,2785,10847,13667,10855,4784,3724,5384,3756,4932,6286,1996,2898,1530,2067,2761,743,746,1885,10906,2.0
2013,543,2325,1214,4015,4344,13909,34518,32567,11176,11930,12883,14916,12340,1458.0,2278,6374,4977,5948,3374,11859,16017,10533,5148,3469,5320,4032,5556,7386,2155,3125,1541,2335,2799,834,734,2166,12313,2.0
2014,574,2437,1116,4143,4569,14575,37267,35500,12436,13306,13718,16452,12720,1547.0,2579,6690,5300,6227,3747,12929,17992,12066,5551,3570,5793,4428,5947,8004,2347,3319,1592,2751,3192,872,855,2397,12958,1.0
2015,193,989,422,1786,1818,5755,14374,13719,5262,5226,4106,6307,4855,618.0,1057,2598,2043,2378,1440,5485,7035,4962,2148,1409,2284,1793,2553,3365,932,1104,593,1221,1311,358,367,919,5203,1.0
